ID	Gene Name	Species	GOTERM_BP_DIRECT
SLC4A9	solute carrier family 4 member 9(SLC4A9)	Homo sapiens	GO:0015698~inorganic anion transport,GO:0015701~bicarbonate transport,GO:0035725~sodium ion transmembrane transport,GO:0051453~regulation of intracellular pH,GO:0098656~anion transmembrane transport,
SLC47A2	solute carrier family 47 member 2(SLC47A2)	Homo sapiens	GO:0006855~drug transmembrane transport,GO:0046618~drug export,GO:0055085~transmembrane transport,
SLC5A11	solute carrier family 5 member 11(SLC5A11)	Homo sapiens	GO:0006814~sodium ion transport,GO:0006915~apoptotic process,GO:0008643~carbohydrate transport,GO:0015791~polyol transport,GO:0055085~transmembrane transport,
SLC5A2	solute carrier family 5 member 2(SLC5A2)	Homo sapiens	GO:0005975~carbohydrate metabolic process,GO:0006810~transport,GO:0006814~sodium ion transport,GO:0055085~transmembrane transport,GO:1904659~glucose transmembrane transport,
SLC5A7	solute carrier family 5 member 7(SLC5A7)	Homo sapiens	GO:0006814~sodium ion transport,GO:0007269~neurotransmitter secretion,GO:0007271~synaptic transmission, cholinergic,GO:0007274~neuromuscular synaptic transmission,GO:0008292~acetylcholine biosynthetic process,GO:0015871~choline transport,GO:0055085~transmembrane transport,
SLC6A15	solute carrier family 6 member 15(SLC6A15)	Homo sapiens	GO:0006814~sodium ion transport,GO:0006836~neurotransmitter transport,GO:0006865~amino acid transport,GO:0015804~neutral amino acid transport,GO:0015820~leucine transport,GO:0015824~proline transport,GO:0035524~proline transmembrane transport,
SLC6A17	solute carrier family 6 member 17(SLC6A17)	Homo sapiens	GO:0003333~amino acid transmembrane transport,GO:0006836~neurotransmitter transport,GO:0007420~brain development,GO:0015804~neutral amino acid transport,GO:0015816~glycine transport,GO:0015820~leucine transport,GO:0015824~proline transport,GO:0032328~alanine transport,
SLC6A2	solute carrier family 6 member 2(SLC6A2)	Homo sapiens	GO:0006810~transport,GO:0007268~chemical synaptic transmission,GO:0015844~monoamine transport,GO:0015874~norepinephrine transport,GO:0042493~response to drug,GO:0048265~response to pain,GO:0051583~dopamine uptake involved in synaptic transmission,GO:0055085~transmembrane transport,
SLC7A13	solute carrier family 7 member 13(SLC7A13)	Homo sapiens	GO:0015804~neutral amino acid transport,GO:0015807~L-amino acid transport,GO:1902475~L-alpha-amino acid transmembrane transport,
SLC7A4	solute carrier family 7 member 4(SLC7A4)	Homo sapiens	GO:0006520~cellular amino acid metabolic process,GO:0006810~transport,GO:0015807~L-amino acid transport,GO:1902475~L-alpha-amino acid transmembrane transport,GO:1990822~basic amino acid transmembrane transport,
SLC7A8	solute carrier family 7 member 8(SLC7A8)	Homo sapiens	GO:0006520~cellular amino acid metabolic process,GO:0006810~transport,GO:0006865~amino acid transport,GO:0009636~response to toxic substance,GO:0015695~organic cation transport,GO:0015804~neutral amino acid transport,GO:0015807~L-amino acid transport,GO:0050900~leukocyte migration,GO:0055065~metal ion homeostasis,GO:1901998~toxin transport,GO:1902475~L-alpha-amino acid transmembrane transport,
SLC9A4	solute carrier family 9 member A4(SLC9A4)	Homo sapiens	GO:0001696~gastric acid secretion,GO:0002064~epithelial cell development,GO:0006811~ion transport,GO:0051453~regulation of intracellular pH,GO:0071805~potassium ion transmembrane transport,GO:0098719~sodium ion import across plasma membrane,GO:1902600~hydrogen ion transmembrane transport,
SLCO1A2	solute carrier organic anion transporter family member 1A2(SLCO1A2)	Homo sapiens	GO:0006811~ion transport,GO:0008206~bile acid metabolic process,GO:0015711~organic anion transport,GO:0015721~bile acid and bile salt transport,GO:0043252~sodium-independent organic anion transport,
SALL3	spalt like transcription factor 3(SALL3)	Homo sapiens	GO:0006355~regulation of transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0007165~signal transduction,GO:0021891~olfactory bulb interneuron development,GO:0022008~neurogenesis,GO:0035136~forelimb morphogenesis,GO:0035137~hindlimb morphogenesis,GO:0045879~negative regulation of smoothened signaling pathway,
SPTBN2	spectrin beta, non-erythrocytic 2(SPTBN2)	Homo sapiens	GO:0000165~MAPK cascade,GO:0006888~ER to Golgi vesicle-mediated transport,GO:0007010~cytoskeleton organization,GO:0007411~axon guidance,GO:0007416~synapse assembly,GO:0016192~vesicle-mediated transport,GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0021692~cerebellar Purkinje cell layer morphogenesis,GO:0030534~adult behavior,GO:0035264~multicellular organism growth,GO:0043547~positive regulation of GTPase activity,GO:0051693~actin filament capping,GO:0098609~cell-cell adhesion,
SPSB4	splA/ryanodine receptor domain and SOCS box containing 4(SPSB4)	Homo sapiens	GO:0016567~protein ubiquitination,GO:0035556~intracellular signal transduction,
STRA6	stimulated by retinoic acid 6(STRA6)	Homo sapiens	GO:0001523~retinoid metabolic process,GO:0001568~blood vessel development,GO:0001822~kidney development,GO:0003184~pulmonary valve morphogenesis,GO:0003281~ventricular septum development,GO:0007507~heart development,GO:0007612~learning,GO:0007631~feeding behavior,GO:0030324~lung development,GO:0030325~adrenal gland development,GO:0030540~female genitalia development,GO:0042297~vocal learning,GO:0043583~ear development,GO:0043585~nose morphogenesis,GO:0048286~lung alveolus development,GO:0048520~positive regulation of behavior,GO:0048546~digestive tract morphogenesis,GO:0048566~embryonic digestive tract development,GO:0048589~developmental growth,GO:0048745~smooth muscle tissue development,GO:0048844~artery morphogenesis,GO:0050890~cognition,GO:0050905~neuromuscular process,GO:0051180~vitamin transport,GO:0060322~head development,GO:0060323~head morphogenesis,GO:0060325~face morphogenesis,GO:0060426~lung vasculature development,GO:0060539~diaphragm development,GO:0060900~embryonic camera-type eye formation,GO:0061029~eyelid development in camera-type eye,GO:0061038~uterus morphogenesis,GO:0061143~alveolar primary septum development,GO:0061156~pulmonary artery morphogenesis,GO:0061205~paramesonephric duct development,GO:0097070~ductus arteriosus closure,
SYNGR3	synaptogyrin 3(SYNGR3)	Homo sapiens	GO:0021762~substantia nigra development,GO:0032411~positive regulation of transporter activity,
SYT1	synaptotagmin 1(SYT1)	Homo sapiens	GO:0005513~detection of calcium ion,GO:0006906~vesicle fusion,GO:0007268~chemical synaptic transmission,GO:0007269~neurotransmitter secretion,GO:0007420~brain development,GO:0014047~glutamate secretion,GO:0017157~regulation of exocytosis,GO:0017158~regulation of calcium ion-dependent exocytosis,GO:0031340~positive regulation of vesicle fusion,GO:0045956~positive regulation of calcium ion-dependent exocytosis,GO:0048278~vesicle docking,GO:0048488~synaptic vesicle endocytosis,GO:0048791~calcium ion-regulated exocytosis of neurotransmitter,GO:0050806~positive regulation of synaptic transmission,GO:0051260~protein homooligomerization,GO:0051966~regulation of synaptic transmission, glutamatergic,GO:0071277~cellular response to calcium ion,GO:0098746~fast, calcium ion-dependent exocytosis of neurotransmitter,GO:1903305~regulation of regulated secretory pathway,GO:1903861~positive regulation of dendrite extension,
SYT14	synaptotagmin 14(SYT14)	Homo sapiens	GO:0006906~vesicle fusion,GO:0017158~regulation of calcium ion-dependent exocytosis,GO:0048791~calcium ion-regulated exocytosis of neurotransmitter,
SYBU	syntabulin(SYBU)	Homo sapiens	GO:0061178~regulation of insulin secretion involved in cellular response to glucose stimulus,
TACR3	tachykinin receptor 3(TACR3)	Homo sapiens	GO:0007217~tachykinin receptor signaling pathway,GO:0007568~aging,GO:0010460~positive regulation of heart rate,GO:0032355~response to estradiol,GO:0042053~regulation of dopamine metabolic process,GO:0042220~response to cocaine,GO:0042538~hyperosmotic salinity response,GO:0043278~response to morphine,GO:0045777~positive regulation of blood pressure,GO:0060259~regulation of feeding behavior,GO:0070474~positive regulation of uterine smooth muscle contraction,
TNMD	tenomodulin(TNMD)	Homo sapiens	GO:0001886~endothelial cell morphogenesis,GO:0001937~negative regulation of endothelial cell proliferation,GO:0016525~negative regulation of angiogenesis,GO:0035990~tendon cell differentiation,GO:0071773~cellular response to BMP stimulus,
TNS4	tensin 4(TNS4)	Homo sapiens	GO:0006915~apoptotic process,GO:0008104~protein localization,
TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3(TDGF1P3)	Homo sapiens	GO:0007165~signal transduction,
TDGF1	teratocarcinoma-derived growth factor 1(TDGF1)	Homo sapiens	GO:0000187~activation of MAPK activity,GO:0001763~morphogenesis of a branching structure,GO:0002042~cell migration involved in sprouting angiogenesis,GO:0007173~epidermal growth factor receptor signaling pathway,GO:0007507~heart development,GO:0008284~positive regulation of cell proliferation,GO:0008595~anterior/posterior axis specification, embryo,GO:0009790~embryo development,GO:0009966~regulation of signal transduction,GO:0010595~positive regulation of endothelial cell migration,GO:0018105~peptidyl-serine phosphorylation,GO:0030154~cell differentiation,GO:0030335~positive regulation of cell migration,GO:0030879~mammary gland development,GO:0035019~somatic stem cell population maintenance,GO:0035729~cellular response to hepatocyte growth factor stimulus,GO:0043066~negative regulation of apoptotic process,GO:0044344~cellular response to fibroblast growth factor stimulus,GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,GO:0071346~cellular response to interferon-gamma,GO:0071354~cellular response to interleukin-6,GO:0071356~cellular response to tumor necrosis factor,GO:0071364~cellular response to epidermal growth factor stimulus,
TCEAL2	transcription elongation factor A like 2(TCEAL2)	Homo sapiens	GO:0006351~transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,
TCF21	transcription factor 21(TCF21)	Homo sapiens	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001657~ureteric bud development,GO:0001658~branching involved in ureteric bud morphogenesis,GO:0001763~morphogenesis of a branching structure,GO:0001822~kidney development,GO:0001944~vasculature development,GO:0006366~transcription from RNA polymerase II promoter,GO:0007530~sex determination,GO:0014707~branchiomeric skeletal muscle development,GO:0030855~epithelial cell differentiation,GO:0032835~glomerulus development,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048286~lung alveolus development,GO:0048536~spleen development,GO:0048557~embryonic digestive tract morphogenesis,GO:0048608~reproductive structure development,GO:0048732~gland development,GO:0060008~Sertoli cell differentiation,GO:0060021~palate development,GO:0060425~lung morphogenesis,GO:0060426~lung vasculature development,GO:0060435~bronchiole development,GO:0060539~diaphragm development,GO:0060541~respiratory system development,GO:0060766~negative regulation of androgen receptor signaling pathway,GO:0072162~metanephric mesenchymal cell differentiation,GO:0072277~metanephric glomerular capillary formation,
TCF24	transcription factor 24(TCF24)	Homo sapiens	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,
TFAP2B	transcription factor AP-2 beta(TFAP2B)	Homo sapiens	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001822~kidney development,GO:0003091~renal water homeostasis,GO:0006006~glucose metabolic process,GO:0006355~regulation of transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0006915~apoptotic process,GO:0008284~positive regulation of cell proliferation,GO:0008285~negative regulation of cell proliferation,GO:0010226~response to lithium ion,GO:0010842~retina layer formation,GO:0010960~magnesium ion homeostasis,GO:0030510~regulation of BMP signaling pathway,GO:0035136~forelimb morphogenesis,GO:0035137~hindlimb morphogenesis,GO:0035810~positive regulation of urine volume,GO:0035909~aorta morphogenesis,GO:0042493~response to drug,GO:0042593~glucose homeostasis,GO:0043066~negative regulation of apoptotic process,GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043524~negative regulation of neuron apoptotic process,GO:0043525~positive regulation of neuron apoptotic process,GO:0043588~skin development,GO:0045444~fat cell differentiation,GO:0045595~regulation of cell differentiation,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048485~sympathetic nervous system development,GO:0050796~regulation of insulin secretion,GO:0055062~phosphate ion homeostasis,GO:0055074~calcium ion homeostasis,GO:0055075~potassium ion homeostasis,GO:0055078~sodium ion homeostasis,GO:0072017~distal tubule development,GO:0072044~collecting duct development,GO:0072210~metanephric nephron development,GO:0097070~ductus arteriosus closure,GO:0097275~cellular ammonia homeostasis,GO:0097276~cellular creatinine homeostasis,GO:0097277~cellular urea homeostasis,
TBL1Y	transducin beta like 1, Y-linked(TBL1Y)	Homo sapiens	GO:0006351~transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0016575~histone deacetylation,GO:1903507~negative regulation of nucleic acid-templated transcription,
