ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
TMPRSS2	transmembrane protease, serine 2(TMPRSS2)	Homo sapiens				GO:0006508~proteolysis,GO:0006898~receptor-mediated endocytosis,GO:0016540~protein autoprocessing,GO:0046598~positive regulation of viral entry into host cell,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,	GO:0004252~serine-type endopeptidase activity,GO:0005044~scavenger receptor activity,GO:0005515~protein binding,GO:0008236~serine-type peptidase activity,	IPR001190:Speract/scavenger receptor,IPR001254:Peptidase S1,IPR001314:Peptidase S1A, chymotrypsin-type,IPR002172:Low-density lipoprotein (LDL) receptor class A repeat,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR017448:Speract/scavenger receptor-related,IPR018114:Peptidase S1, trypsin family, active site,IPR023415:Low-density lipoprotein (LDL) receptor class A, conserved site,	hsa05164:Influenza A,hsa05202:Transcriptional misregulation in cancer,			SM00020:Tryp_SPc,SM00192:LDLa,SM00202:SR,	Alternative splicing,Autocatalytic cleavage,Cell membrane,Complete proteome,Disulfide bond,Glycoprotein,Hydrolase,Membrane,Polymorphism,Protease,Proteomics identification,Reference proteome,Secreted,Serine protease,Signal-anchor,Transmembrane,Transmembrane helix,Zymogen,	active site:Charge relay system,chain:Transmembrane protease, serine 2 catalytic chain,chain:Transmembrane protease, serine 2 non- catalytic chain,disulfide bond,domain:LDL-receptor class A,domain:Peptidase S1,domain:SRCR,glycosylation site:N-linked (GlcNAc...),mutagenesis site,sequence conflict,sequence variant,site:Cleavage,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
TMEM213	transmembrane protein 213(TMEM213)	Homo sapiens					GO:0016021~integral component of membrane,							Alternative splicing,Complete proteome,Membrane,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Transmembrane protein 213,transmembrane region,
TMEM30B	transmembrane protein 30B(TMEM30B)	Homo sapiens				GO:0006869~lipid transport,GO:0070863~positive regulation of protein exit from endoplasmic reticulum,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0005515~protein binding,	IPR005045:Protein of unknown function DUF284, transmembrane eukaryotic,			PIRSF015840:Lem3/Cdc50,		Cell membrane,Complete proteome,Glycoprotein,Lipid transport,Membrane,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Cell cycle control protein 50B,compositionally biased region:Poly-Asp,glycosylation site:N-linked (GlcNAc...),transmembrane region,
TRIM29	tripartite motif containing 29(TRIM29)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0098609~cell-cell adhesion,GO:1900181~negative regulation of protein localization to nucleus,	GO:0005622~intracellular,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005913~cell-cell adherens junction,GO:0045111~intermediate filament cytoskeleton,	GO:0002039~p53 binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR000315:Zinc finger, B-box,				SM00336:BBOX,	3D-structure,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Metal-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Zinc,Zinc-finger,	chain:Tripartite motif-containing protein 29,helix,modified residue,sequence conflict,sequence variant,splice variant,strand,turn,zinc finger region:B box-type,
TRIM54	tripartite motif containing 54(TRIM54)	Homo sapiens				GO:0007017~microtubule-based process,GO:0007026~negative regulation of microtubule depolymerization,GO:0007165~signal transduction,GO:0007275~multicellular organism development,GO:0055001~muscle cell development,	GO:0005874~microtubule,GO:0005875~microtubule associated complex,GO:0030018~Z disc,	GO:0004871~signal transducer activity,GO:0005515~protein binding,GO:0008017~microtubule binding,GO:0008270~zinc ion binding,	IPR000315:Zinc finger, B-box,IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR017903:COS domain,IPR017907:Zinc finger, RING-type, conserved site,IPR027370:RING-type zinc-finger, LisH dimerisation motif,				SM00184:RING,SM00336:BBOX,	3D-structure,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Developmental protein,Differentiation,Metal-binding,Microtubule,Reference proteome,Zinc,Zinc-finger,	chain:Tripartite motif-containing protein 54,domain:COS,region of interest:Mediates microtubule-binding and homooligomerization,sequence conflict,splice variant,zinc finger region:B box-type,zinc finger region:RING-type,
TRIM63	tripartite motif containing 63(TRIM63)	Homo sapiens				GO:0006936~muscle contraction,GO:0007165~signal transduction,GO:0014732~skeletal muscle atrophy,GO:0014878~response to electrical stimulus involved in regulation of muscle adaptation,GO:0016567~protein ubiquitination,GO:0051384~response to glucocorticoid,GO:0070555~response to interleukin-1,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005874~microtubule,GO:0030018~Z disc,GO:0031430~M band,	GO:0004842~ubiquitin-protein transferase activity,GO:0004871~signal transducer activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0031432~titin binding,	IPR000315:Zinc finger, B-box,IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR017903:COS domain,IPR017907:Zinc finger, RING-type, conserved site,IPR027370:RING-type zinc-finger, LisH dimerisation motif,				SM00184:RING,SM00336:BBOX,	3D-structure,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Ligase,Metal-binding,Muscle protein,Nucleus,Polymorphism,Reference proteome,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:E3 ubiquitin-protein ligase TRIM63,domain:COS,helix,mutagenesis site,region of interest:Interaction with TTN,sequence variant,strand,turn,zinc finger region:B box-type,zinc finger region:RING-type,
TNNT1	troponin T1, slow skeletal type(TNNT1)	Homo sapiens				GO:0003009~skeletal muscle contraction,GO:0006937~regulation of muscle contraction,GO:0014883~transition between fast and slow fiber,GO:0030049~muscle filament sliding,GO:0031444~slow-twitch skeletal muscle fiber contraction,GO:0045932~negative regulation of muscle contraction,	GO:0005829~cytosol,GO:0005861~troponin complex,	GO:0005515~protein binding,GO:0005523~tropomyosin binding,GO:0031014~troponin T binding,	IPR001978:Troponin,		605355~Nemaline myopathy 5, Amish type,			Acetylation,Alternative splicing,Coiled coil,Complete proteome,Muscle protein,Nemaline myopathy,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Troponin T, slow skeletal muscle,modified residue,sequence conflict,splice variant,
TPSG1	tryptase gamma 1(TPSG1)	Homo sapiens				GO:0006508~proteolysis,	GO:0005887~integral component of plasma membrane,	GO:0004252~serine-type endopeptidase activity,GO:0008236~serine-type peptidase activity,	IPR001254:Peptidase S1,IPR001314:Peptidase S1A, chymotrypsin-type,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR018114:Peptidase S1, trypsin family, active site,				SM00020:Tryp_SPc,	Complete proteome,Disulfide bond,Glycoprotein,Hydrolase,Membrane,Polymorphism,Protease,Reference proteome,Serine protease,Signal,Transmembrane,Transmembrane helix,Zymogen,	active site:Charge relay system,chain:Tryptase gamma,chain:Tryptase gamma heavy chain,chain:Tryptase gamma light chain,disulfide bond,domain:Peptidase S1,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,transmembrane region,
TSKU	tsukushi, small leucine rich proteoglycan(TSKU)	Homo sapiens				GO:0010468~regulation of gene expression,GO:0021540~corpus callosum morphogenesis,GO:0021670~lateral ventricle development,GO:0021960~anterior commissure morphogenesis,GO:0030178~negative regulation of Wnt signaling pathway,GO:0061073~ciliary body morphogenesis,	GO:0005615~extracellular space,		IPR001611:Leucine-rich repeat,IPR003591:Leucine-rich repeat, typical subtype,				SM00369:LRR_TYP,	Complete proteome,Glycoprotein,Leucine-rich repeat,Polymorphism,Proteomics identification,Reference proteome,Repeat,Secreted,Signal,	chain:Tsukushin,glycosylation site:N-linked (GlcNAc...),repeat:LRR 1,repeat:LRR 2,repeat:LRR 3,repeat:LRR 4,repeat:LRR 5,repeat:LRR 6,repeat:LRR 7,repeat:LRR 8,repeat:LRR 9,sequence conflict,sequence variant,signal peptide,
TDRD5	tudor domain containing 5(TDRD5)	Homo sapiens				GO:0007286~spermatid development,GO:0030719~P granule organization,GO:0043046~DNA methylation involved in gamete generation,	GO:0033391~chromatoid body,GO:0071546~pi-body,		IPR002999:Tudor domain,IPR025605:OST-HTH/LOTUS domain,				SM00333:TUDOR,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Differentiation,Phosphoprotein,Polymorphism,Reference proteome,Repeat,Spermatogenesis,	chain:Tudor domain-containing protein 5,domain:Tudor,modified residue,sequence conflict,sequence variant,splice variant,
VNN2	vanin 2(VNN2)	Homo sapiens				GO:0006768~biotin metabolic process,GO:0006807~nitrogen compound metabolic process,GO:0006928~movement of cell or subcellular component,GO:0007417~central nervous system development,GO:0015939~pantothenate metabolic process,	GO:0005886~plasma membrane,GO:0031225~anchored component of membrane,	GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,GO:0017159~pantetheine hydrolase activity,	IPR003010:Carbon-nitrogen hydrolase,IPR012101:Biotinidase, eukaryotic,	hsa00770:Pantothenate and CoA biosynthesis,		PIRSF011861:biotinidase, eukaryotic type,		Alternative splicing,Cell membrane,Complete proteome,Glycoprotein,GPI-anchor,Hydrolase,Lipoprotein,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal,	chain:Vascular non-inflammatory molecule 2,compositionally biased region:Poly-Arg,domain:CN hydrolase,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:GPI-anchor amidated cysteine,propeptide:Removed in mature form,sequence conflict,sequence variant,signal peptide,splice variant,
VGLL1	vestigial like family member 1(VGLL1)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0005634~nucleus,	GO:0003705~transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding,GO:0003713~transcription coactivator activity,GO:0008022~protein C-terminus binding,	IPR006627:TDU repeat,IPR011520:Vestigial/tondu,				SM00711:TDU,	Complete proteome,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Transcription cofactor vestigial-like protein 1,sequence variant,
VTN	vitronectin(VTN)	Homo sapiens				GO:0006898~receptor-mediated endocytosis,GO:0006955~immune response,GO:0007155~cell adhesion,GO:0007160~cell-matrix adhesion,GO:0010811~positive regulation of cell-substrate adhesion,GO:0010951~negative regulation of endopeptidase activity,GO:0014911~positive regulation of smooth muscle cell migration,GO:0030195~negative regulation of blood coagulation,GO:0030198~extracellular matrix organization,GO:0030449~regulation of complement activation,GO:0030949~positive regulation of vascular endothelial growth factor receptor signaling pathway,GO:0032092~positive regulation of protein binding,GO:0033627~cell adhesion mediated by integrin,GO:0035987~endodermal cell differentiation,GO:0048260~positive regulation of receptor-mediated endocytosis,GO:0048709~oligodendrocyte differentiation,GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,GO:0051258~protein polymerization,GO:0061302~smooth muscle cell-matrix adhesion,GO:0090303~positive regulation of wound healing,GO:0097421~liver regeneration,	GO:0005576~extracellular region,GO:0005604~basement membrane,GO:0005615~extracellular space,GO:0005796~Golgi lumen,GO:0031012~extracellular matrix,GO:0048237~rough endoplasmic reticulum lumen,GO:0070062~extracellular exosome,GO:0071062~alphav-beta3 integrin-vitronectin complex,GO:0072562~blood microparticle,	GO:0005044~scavenger receptor activity,GO:0005178~integrin binding,GO:0005515~protein binding,GO:0005518~collagen binding,GO:0008201~heparin binding,GO:0030247~polysaccharide binding,GO:0042802~identical protein binding,GO:0050840~extracellular matrix binding,	IPR000585:Hemopexin-like domain,IPR001212:Somatomedin B domain,IPR018486:Hemopexin, conserved site,IPR018487:Hemopexin-like repeats,IPR020436:Somatomedin B, chordata,	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa05205:Proteoglycans in cancer,			SM00120:HX,SM00201:SO,	3D-structure,Cell adhesion,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Heparin-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Secreted,Signal,Sulfation,	chain:Vitronectin,chain:Vitronectin V10 subunit,chain:Vitronectin V65 subunit,disulfide bond,domain:Hemopexin-like 1,domain:Hemopexin-like 2,domain:Hemopexin-like 3,domain:Hemopexin-like 4,domain:SMB,glycosylation site:N-linked (GlcNAc...),helix,modified residue,mutagenesis site,peptide:Somatomedin-B,region of interest:Heparin-binding,sequence conflict,sequence variant,short sequence motif:Cell attachment site,signal peptide,site:Cleavage,strand,
VWA5B1	von Willebrand factor A domain containing 5B1(VWA5B1)	Homo sapiens					GO:0005576~extracellular region,		IPR002035:von Willebrand factor, type A,IPR013694:VIT domain,				SM00327:VWA,	Alternative splicing,Complete proteome,Glycoprotein,Phosphoprotein,Polymorphism,Reference proteome,Secreted,Signal,	chain:von Willebrand factor A domain-containing protein 5B1,domain:VIT,domain:VWFA,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,signal peptide,splice variant,
VWC2	von Willebrand factor C domain containing 2(VWC2)	Homo sapiens				GO:0010811~positive regulation of cell-substrate adhesion,GO:0030514~negative regulation of BMP signaling pathway,GO:0045666~positive regulation of neuron differentiation,	GO:0005604~basement membrane,GO:0005614~interstitial matrix,GO:0005615~extracellular space,GO:0030054~cell junction,GO:0032281~AMPA glutamate receptor complex,GO:0045202~synapse,		IPR001007:von Willebrand factor, type C,				SM00214:VWC,	Basement membrane,Cell junction,Complete proteome,Extracellular matrix,Polymorphism,Reference proteome,Repeat,Secreted,Signal,Synapse,	chain:Brorin,compositionally biased region:Poly-Ala,domain:VWFC 1,domain:VWFC 2,sequence conflict,sequence variant,short sequence motif:Mediates cell adhesion,signal peptide,
XDH	xanthine dehydrogenase(XDH)	Homo sapiens		h_freePathway:Free Radical Induced Apoptosis,		GO:0001933~negative regulation of protein phosphorylation,GO:0001937~negative regulation of endothelial cell proliferation,GO:0006195~purine nucleotide catabolic process,GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0007595~lactation,GO:0009115~xanthine catabolic process,GO:0010629~negative regulation of gene expression,GO:0045602~negative regulation of endothelial cell differentiation,GO:0051898~negative regulation of protein kinase B signaling,GO:0055114~oxidation-reduction process,GO:1900745~positive regulation of p38MAPK cascade,GO:1900747~negative regulation of vascular endothelial growth factor signaling pathway,GO:2000379~positive regulation of reactive oxygen species metabolic process,GO:2001213~negative regulation of vasculogenesis,	GO:0005615~extracellular space,GO:0005777~peroxisome,GO:0005829~cytosol,GO:0016529~sarcoplasmic reticulum,	GO:0004854~xanthine dehydrogenase activity,GO:0004855~xanthine oxidase activity,GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0016614~oxidoreductase activity, acting on CH-OH group of donors,GO:0016903~oxidoreductase activity, acting on the aldehyde or oxo group of donors,GO:0042803~protein homodimerization activity,GO:0043546~molybdopterin cofactor binding,GO:0050660~flavin adenine dinucleotide binding,GO:0051537~2 iron, 2 sulfur cluster binding,	IPR000674:Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead,IPR001041:2Fe-2S ferredoxin-type domain,IPR002346:Molybdopterin dehydrogenase, FAD-binding,IPR002888:[2Fe-2S]-binding,IPR005107:CO dehydrogenase flavoprotein, C-terminal,IPR006058:2Fe-2S ferredoxin, iron-sulphur binding site,IPR008274:Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding,IPR012675:Beta-grasp domain,IPR014307:Xanthine dehydrogenase, small subunit,IPR016166:FAD-binding, type 2,IPR016167:FAD-binding, type 2, subdomain 1,IPR016169:CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2,IPR016208:Aldehyde oxidase/xanthine dehydrogenase,IPR022407:Oxidoreductase, molybdopterin binding site,	hsa00230:Purine metabolism,hsa00232:Caffeine metabolism,hsa00983:Drug metabolism - other enzymes,hsa01100:Metabolic pathways,hsa04146:Peroxisome,	278300~Xanthinuria, type I,	PIRSF000127:xanthine dehydrogenase,	SM01008:SM01008,SM01092:SM01092,	2Fe-2S,3D-structure,Complete proteome,Cytoplasm,Disease mutation,Disulfide bond,FAD,Flavoprotein,Glycoprotein,Iron,Iron-sulfur,Metal-binding,Molybdenum,NAD,Oxidoreductase,Peroxisome,Polymorphism,Reference proteome,Secreted,	active site:Proton acceptor,binding site:FAD,binding site:FAD; via amide nitrogen and carbonyl oxygen,binding site:Substrate,chain:Xanthine dehydrogenase/oxidase,disulfide bond,domain:2Fe-2S ferredoxin-type,domain:FAD-binding PCMH-type,glycosylation site:N-linked (GlcNAc...),helix,metal ion-binding site:Iron-sulfur (2Fe-2S) 1,metal ion-binding site:Iron-sulfur (2Fe-2S) 2,metal ion-binding site:Molybdenum,metal ion-binding site:Molybdenum; via amide nitrogen,metal ion-binding site:Molybdenum; via carbonyl oxygen,modified residue,mutagenesis site,nucleotide phosphate-binding region:FAD,sequence conflict,sequence variant,strand,turn,
